,Time,Hor_eye,Ver_eye
481,73711.0313429,73711.0371198,73711.0428974
482,73711.0486743,73711.0544513,73711.0602337
483,73711.06601,73711.071787,73711.0775645
484,73711.0833464,73711.0891233,73711.0949009
485,73711.1006778,73711.1064548,73711.1122372
486,73711.1180141,73711.1237911,73711.1295687
487,73711.1353505,73711.1411274,73711.146905
488,73711.1526819,73711.1584582,73711.1642407
489,73711.1700176,73711.1757946,73711.1815721
490,73711.187354,73711.1931309,73711.1989085
491,73711.2046854,73711.2162448,73711.2220217
492,73711.2335762,73711.2393581,73711.245135
493,73711.2509119,73711.2566889,73711.2624707
494,73711.2682483,73711.2740252,73711.2798022
495,73711.2855797,73711.2913615,73711.2971385
496,73711.302916,73711.308693,73711.3144748
497,73711.3202524,73711.3260293,73711.3318063
498,73711.3375838,73711.343365,73711.349142
499,73711.3549195,73711.3606965,73711.3664783
500,73711.3722559,73711.3780328,73711.3838097
501,73711.3895916,73711.3953691,73711.4011461
502,73711.4069236,73711.4127006,73711.4184824
503,73711.42426,73711.4300369,73711.4358132
504,73711.441595,73711.4473726,73711.4531495
505,73711.4589265,73711.4647041,73711.4704859
506,73711.4762634,73711.4820404,73711.4878173
507,73711.4935992,73711.4993767,73711.5051537
508,73711.5109306,73711.5167082,73711.52249
509,73711.5282663,73711.5340439,73711.5398208
510,73711.5456026,73711.5513802,73711.6380514
511,73711.6496102,73711.6553878,73711.6611647
512,73711.6669417,73711.6727241,73711.6785011
513,73711.684278,73711.6900556,73711.6958325
514,73711.7016143,73711.7073919,73711.7131682
515,73711.7189451,73711.7247276,73711.7305045
516,73711.7362815,73711.742059,73711.7478409
517,73711.7536178,73711.7593954,73711.7651723
518,73711.7709492,73711.7882856,73711.7940631
519,73711.799845,73711.8229527,73711.8287352
520,73711.8345121,73711.8402891,73711.8460666
521,73711.8518484,73711.8576254,73711.863403
522,73711.8691799,73711.8749568,73711.8807393
523,73711.8865162,73711.8922932,73711.8980701
524,73711.9038519,73711.9096289,73711.9154064
525,73711.9211834,73711.9269652,73711.9327421
526,73711.9385197,73711.9442966,73711.9500742
527,73711.955856,73711.961633,73711.9674099
528,73711.9731875,73712.0078595,73712.0136365
529,73712.0194134,73712.025191,73712.0309728
530,73712.0367497,73712.0425273,73712.0483042
531,73712.0540818,73712.0598636,73712.0656406
532,73712.0714175,73712.0771951,73712.1060895
533,73712.1118671,73712.117644,73712.123421
534,73712.1291985,73712.1349804,73712.1407573
535,73712.1465349,73712.1523118,73712.1580936
536,73712.1638712,73712.1696481,73712.1754245
537,73712.181202,73712.1869838,73712.1927608
538,73712.1985384,73712.2043153,73712.2100971
539,73712.2158747,73712.2216516,73712.2274286
540,73712.2332061,73712.238988,73712.2447649
541,73712.2505425,73712.2563194,73712.2621012
542,73712.2678782,73712.2736551,73712.279432
543,73712.2852145,73712.2909914,73712.2967684
544,73712.3025459,73712.3083229,73712.3141047
545,73712.3198823,73712.3256592,73712.3314361
546,73712.3429955,73712.3487725,73712.3718857
547,73712.3776627,73712.3834396,73712.3892221
548,73712.400776,73712.4065535,73712.4123305
549,73712.4181123,73712.4238899,73712.4296668
550,73712.4354437,73712.4412262,73712.4470031
551,73712.458557,73712.4643388,73712.4701158
552,73712.4758933,73712.4816703,73712.4874472
553,73712.4932297,73712.4990066,73712.5047835
554,73712.5105611,73712.5163429,73712.5221199
555,73712.5278974,73712.5336744,73712.5394513
556,73712.5452331,73712.5510101,73712.556787
557,73712.5625646,73712.5683464,73712.5741234
558,73712.5799003,73712.5856779,73712.5914548
559,73712.5972372,73712.6030142,73712.6087911
560,73712.6145681,73712.6203505,73712.6261275
561,73712.6319044,73712.6376813,73712.6492401
562,73712.6550177,73712.6607946,73712.6665715
563,73712.672354,73712.7012448,73712.7127987
564,73712.7185757,73712.7243581,73712.7301344
565,73712.7359114,73712.7416889,73712.7474707
566,73712.7590253,73712.7648022,73712.793693
567,73712.7994749,73712.8052518,73712.8110294
568,73712.8168063,73712.8225826,73712.8283651
569,73712.834142,73712.8399189,73712.8456965
570,73712.8514783,73712.8572553,73712.8630328
571,73712.8688098,73712.8745916,73712.8803692
572,73712.8861461,73712.891923,73712.8977006
573,73712.9034824,73712.9265951,73712.9323726
574,73712.9554859,73712.9785992,73712.9843768
575,73712.9901537,73712.9959306,73713.0017082
576,73713.0074894,73713.0132663,73713.0190439
577,73713.0248208,73713.0306027,73713.0363802
578,73713.0421572,73713.0479341,73713.0537159
579,73713.0594935,73713.0652704,73713.071048
580,73713.0768249,73713.0826068,73713.0883843
581,73713.0941613,73713.0999376,73713.10572
582,73713.111497,73713.1172739,73713.1230515
583,73713.1288284,73713.1346103,73713.1403878
584,73713.1461648,73713.1519417,73713.1577242
585,73713.1635011,73713.169278,73713.1750556
586,73713.1808325,73713.1866144,73713.1923907
587,73713.1981682,73713.2039452,73713.2097276
588,73713.2155046,73713.2212815,73713.2270584
589,73713.2328409,73713.2501723,73713.2559493
590,73713.2617311,73713.2675087,73713.2790626
591,73713.2848444,73713.2906213,73713.3021758
592,73713.3079528,73713.3137352,73713.3195122
593,73713.3252891,73713.331066,73713.3368485
594,73713.3426254,73713.3484024,73713.3541799
595,73713.3599569,73713.3657387,73713.3715163
596,73713.3772926,73713.3830695,73713.388852
597,73713.4004058,73713.4061834,73713.4119652
598,73713.4177422,73713.4235197,73713.4292967
599,73713.4350736,73713.4408561,73713.446633
600,73713.4524099,73713.4581875,73713.4639693
601,73713.4697457,73713.4755232,73713.4813002
602,73713.4870771,73713.4928596,73713.4986365
603,73713.5044134,73713.5217498,73713.5275273
604,73713.5333043,73713.5390812,73713.5448637
605,73713.5506406,73713.5564175,73713.5679763
606,73713.5737532,73713.5795308,73713.5853077
607,73713.5910896,73713.5968671,73713.6026441
608,73713.608421,73713.6141986,73713.6199804
609,73713.6257573,73713.6315349,73713.6373118
610,73713.6430937,73713.6488712,73713.6546476
611,73713.6604245,73713.6662021,73713.6719839
612,73713.6777608,73713.6835384,73713.6893153
