,Time,Hor_eye,Ver_eye
282,75314.9577041,75314.963481,75314.9692579
283,75314.9750404,75314.9808173,75314.9865943
284,75314.9923718,75314.9981488,75315.0039306
285,75315.0097082,75315.0154845,75315.0212614
286,75315.0270439,75315.0328208,75315.0385977
287,75315.0443753,75315.0501571,75315.0559341
288,75315.0617116,75315.0674886,75315.0732655
289,75315.079048,75315.0848249,75315.0906018
290,75315.0963794,75315.1021612,75315.1079376
291,75315.1137151,75315.1194921,75315.125269
292,75315.1310515,75315.1368284,75315.1426053
293,75315.1483829,75315.1541647,75315.1599417
294,75315.1657186,75315.1714962,75315.1772731
295,75315.1830549,75315.1888325,75315.1946094
296,75315.2003857,75315.2061682,75315.2119451
297,75315.2177221,75315.2234996,75315.2292815
298,75315.2350584,75315.240836,75315.2466129
299,75315.2523899,75315.2581723,75315.2639492
300,75315.2697262,75315.2870625,75315.2928395
301,75315.2986164,75315.3043933,75315.3101758
302,75315.3159527,75315.3217297,75315.3275072
303,75315.3332891,75315.339066,75315.3448436
304,75315.3506205,75315.3563974,75315.3621799
305,75315.3679568,75315.3737338,75315.3795113
306,75315.3852925,75315.3910695,75315.396847
307,75315.402624,75315.4084058,75315.4141834
308,75315.4199603,75315.4257372,75315.4315148
309,75315.4372966,75315.4430736,75315.4488511
310,75315.4546281,75315.4604099,75315.4661875
311,75315.4719644,75315.4777407,75315.4835183
312,75315.4893001,75315.4950771,75315.500854
313,75315.5066316,75315.5124134,75315.518191
314,75315.5239679,75315.5297448,75315.5355218
315,75315.5413042,75315.5470812,75315.5528581
316,75315.5586357,75315.5644175,75315.5701938
317,75315.5759714,75315.5817483,75315.5875253
318,75315.5933077,75315.5990846,75315.6048616
319,75315.6106392,75315.616421,75315.6221979
320,75315.6279755,75315.6337524,75315.6395342
321,75315.6453118,75315.6510888,75315.6568657
322,75315.6626426,75315.6684245,75315.6742014
323,75315.679979,75315.6857559,75315.6915377
324,75315.6973153,75315.7030922,75315.7088692
325,75315.7146467,75315.7204286,75315.7262055
326,75315.7319831,75315.73776,75315.7435418
327,75315.7493194,75315.7550957,75315.7608727
328,75315.7666502,75315.772432,75315.778209
329,75315.7839865,75315.7897635,75315.7955453
330,75315.8013229,75315.8070998,75315.8128768
331,75315.8186592,75315.8244361,75315.8302131
332,75315.83599,75315.8417676,75315.8475488
333,75315.8533264,75315.8591033,75315.8648802
334,75315.8706621,75315.8764396,75315.8822166
335,75315.8879935,75315.8937711,75315.8995529
336,75315.9053298,75315.9111074,75315.9168843
337,75315.9226662,75315.9284437,75315.9342207
338,75315.939997,75315.9457746,75315.9515564
339,75315.9573333,75315.9631109,75315.9688878
340,75315.9746696,75315.9804472,75315.9862242
341,75315.9920011,75315.9977835,75316.0035605
342,75316.0093374,75316.015115,75316.0208919
343,75316.0266738,75316.0324507,75316.0382276
344,75316.0440046,75316.049787,75316.055564
345,75316.0613409,75316.0671185,75316.0728954
346,75316.0786772,75316.0844548,75316.0902317
347,75316.0960087,75316.1017911,75316.1075681
348,75316.113345,75316.1191226,75316.1248989
349,75316.1306807,75316.1364577,75316.1422352
350,75316.1480122,75316.1537946,75316.1595715
351,75316.1653485,75316.1711261,75316.1769079
352,75316.1826848,75316.1884618,75316.1942393
353,75316.2000163,75316.2057981,75316.2115757
354,75316.217352,75316.2231289,75316.2289114
355,75316.2346883,75316.2404652,75316.2462428
356,75316.2520197,75316.2578016,75316.2635791
357,75316.2693561,75316.275133,75316.2809155
358,75316.2866924,75316.2924693,75316.2982469
359,75316.3040238,75316.309805,75316.3155826
360,75316.3213596,75316.3271365,75316.3329189
361,75316.3386959,75316.3444728,75316.3502504
362,75316.3560322,75316.3618092,75316.3675867
363,75316.3733637,75316.3791406,75316.384923
364,75316.3907,75316.3964769,75316.4022539
365,75316.4080357,75316.4138126,75316.4195902
366,75316.4253671,75316.4311441,75316.4369265
367,75316.4427035,75316.4484804,75316.454258
368,75316.4600398,75316.4658167,75316.4715937
369,75316.4773712,75316.4831482,75316.4889306
370,75316.4947069,75316.5004839,75316.5062608
371,75316.5120433,75316.5178202,75316.5235972
372,75316.5293747,75316.5351565,75316.5409335
373,75316.5467111,75316.552488,75316.5582649
374,75316.5640474,75316.5698243,75316.5756013
375,75316.5813788,75316.58716,75316.592937
376,75316.5987145,75316.6044915,75316.6102684
377,75316.6160509,75316.6218278,75316.6276047
378,75316.6333823,75316.6391641,75316.6449411
379,75316.6622725,75316.668055,75316.6738319
380,75316.6796082,75316.6853858,75316.6911676
381,75316.6969446,75316.7027221,75316.7084991
