,Hor_eye,Ver_eye,Time
428,1.93268723535599,-3.16445364946578,74816.4904081
429,1.93268723535599,-3.16445364946578,74816.4961851
430,1.93268723535599,-3.16445364946578,74816.501962
431,1.93268723535599,-3.16445364946578,74816.5077396
432,1.93268723535599,-3.16445364946578,74816.5135214
433,1.93268723535599,-3.16445364946578,74816.5192984
434,7.90101799678672,4.4788008019877,74816.5250759
435,6.6445649450589,6.50761767404173,74816.5308529
436,6.76279886427181,7.89709859731023,74816.5366347
437,6.87228136538249,9.00661789977015,74816.5424123
438,6.99791136678361,9.88755710611491,74816.5481892
439,7.01548074206682,10.1017165272528,74816.5539661
440,7.05472538172637,9.99564114076751,74816.5597486
441,6.99847725838192,9.56452936807434,74816.5655255
442,7.04418829858117,9.31402016837686,74816.5713025
443,7.13628725661465,9.14802160881032,74816.5770794
444,7.0837682629825,8.7507934886267,74816.5828563
445,7.11286408172078,8.51022559647303,74816.5886382
446,7.00849105906038,8.18574229514828,74816.5944157
447,7.17961703039085,8.02333201845485,74816.6001927
448,7.13332141192337,7.86685447019531,74816.6059696
449,7.19094160918242,7.65302174255966,74816.6117521
450,7.20534926463194,7.52207786357794,74816.617529
451,7.17285959682234,7.27235995212277,74816.6233059
452,7.22628187940589,7.21927977767685,74816.6290835
453,7.1486436247732,7.06646910233019,74816.6348604
454,7.22353324040428,6.88860857111393,74816.6406423
455,7.15665388062483,6.77349249348529,74816.6464198
456,7.18680797762106,6.74994970390067,74816.6521968
457,7.13845191009169,6.49575103048918,74816.6579737
458,7.06154750409064,6.40995677856979,74816.6637562
459,7.061347402455,6.19433253059499,74816.6695325
460,6.99926982571419,6.10899052448795,74816.6753094
461,7.03457521922844,6.00232214743077,74816.681087
462,7.00744571284165,5.88067740393384,74816.6868639
463,7.02024381999148,5.83628685271019,74816.6926458
464,6.92162266673087,5.64561321106029,74816.6984233
465,6.97954270520293,5.73878240227004,74816.7042003
466,7.04220522235833,5.6507728557034,74816.7099772
467,7.02002108004886,5.76258054509154,74816.7157597
468,7.16761119257515,5.8542428494225,74816.7215366
469,7.12024371014985,5.85258170426985,74816.7273135
470,7.15843918579586,5.96805338876085,74816.7330911
471,7.1176837443895,5.81880732190277,74816.7388729
472,7.10166239102291,5.93940047460642,74816.7446499
473,7.16896218805365,5.99475445225434,74816.7504274
474,7.21946873749439,6.0938522614017,74816.7562044
475,7.18990307687739,6.01780491393182,74816.7619807
476,7.16863131092793,5.98563282278422,74816.7677631
477,7.27174212982826,6.03745615860701,74816.7735401
478,7.2072493469727,6.06986476669727,74816.779317
479,7.25070245967838,6.20742121935288,74816.7850946
480,7.19729675991356,6.13077095520943,74816.7908764
481,7.24112446478547,6.10381741800898,74816.7966533
482,7.2816564663822,6.35491897329947,74816.8024309
483,7.30911283814744,6.41307044886929,74816.8082078
484,7.24962657790109,6.50661544803179,74816.8139848
485,7.2333704578835,6.52380716529946,74816.8197672
486,7.21426074720612,6.55617542729398,74816.8255442
487,7.18813505329246,6.61189939743525,74816.8313211
488,7.20600810639955,6.66596592428883,74816.8370987
489,7.10649163487411,6.55873964630995,74816.8428805
490,7.13815837258292,6.67985406407051,74816.8486574
491,7.20525974222591,6.63159169193414,74816.8544344
492,7.17416514121523,6.71277078706842,74816.8602113
493,7.10148646138671,6.6118655744646,74816.8659883
494,7.12120518331035,6.73681311643207,74816.8717707
495,7.07275479728288,6.77312338189076,74816.8775477
496,7.07933775242166,6.84458309367558,74816.8833246
497,7.1971956610964,6.77244974750798,74816.8891022
498,7.16375388168545,6.91616734624418,74816.894884
499,7.14650967465038,6.84591517857464,74816.9006609
500,7.14210864148131,6.91493044259395,74816.9064385
501,7.18375174638861,6.96760627620362,74816.9122154
502,7.25057373684193,6.99887179602124,74816.9179973
503,7.24715611434603,7.02868060808699,74816.9237748
504,7.28451293064411,7.14597722771777,74816.9295518
505,7.36128101399363,7.19111492964788,74816.9353287
506,7.40690407082586,7.17785822554446,74816.9411063
507,7.51399047867524,7.37400546574632,74816.9468875
508,7.47538774975653,7.48071741012248,74816.9526644
509,7.51107761763656,7.41401902294366,74816.958442
510,7.62485722311707,7.5355543692765,74816.9642189
511,7.67433535272354,7.63048720492744,74816.9700007
512,7.59343988730652,7.75636244744733,74816.9757783
513,7.86032085171272,7.75568425894555,74816.9815552
514,7.83128842124815,7.85312693193583,74816.9873322
515,7.82924384414807,7.92973810080243,74816.9931097
516,7.8653477955978,8.07648147338099,74816.9988916
517,7.94476950227862,8.22164558684561,74817.0046685
518,7.90686174374269,8.32570144796249,74817.0104461
519,7.22975832443315,8.13705551846383,74817.016223
520,5.6278481339961,7.98026597184142,74817.0220048
521,3.54428671932017,7.69848891538064,74817.0277824
522,1.44185317790871,7.61258246625299,74817.0335593
523,-0.395386086231717,7.37904431162437,74817.0393357
524,-1.97692922721619,7.08410252898298,74817.0451132
525,-2.34752862136435,6.87881863014353,74817.0508951
526,-2.09457959283512,7.11323040247451,74817.056672
527,-1.92420181604555,7.05410548165584,74817.0624496
528,-1.8012713608922,7.21209061528499,74817.0682265
529,-1.82889995359196,7.04955346063578,74817.0740083
530,-1.72466890114026,7.14183987418725,74817.0797859
531,-1.68444937074248,7.27482029067531,74817.0855628
532,-1.56487434519843,7.19613939575872,74817.0971222
533,-1.48274141087637,7.21868247361881,74817.1028992
534,-1.4057236319674,7.16613501559042,74817.1086761
535,-1.27369338029972,7.00612532406134,74817.1202306
